"COILIDOUT","COILIDIN","ALLOYCODE","ENTRYTHICK","EXITTHICK","ENTRYWIDTH","ENTRYDIAMPDI","EXITWEIGHTMEAS","DTSTARTROLL","DTDEPARTURE","DTENDROLLING","LENGTHPHASEEXIT","LENGTHTHICKTOL"
"1800127000B1R0","1800127000Y100",SPCC,4.5,1,1285,1806,2144.13592244904,"08.04.18 11:06","08.04.18 15:13","04.08.18 12:38",0,0
"1800131500B100","1800131500Y100",SPCC-1B,2.75,0.56,1255,1872,21903.5660267978,"08.04.18 13:06","09.04.18 14:20","04.09.18 07:10",3467.54052734375,4.23464965820313
"1800121000B100","1800121000Y100",DC01,5,1.2,1296,1941,22016.3076854904,"06.04.18 20:50","08.04.18 08:49","04.08.18 07:24",1347.50695800781,1.4227294921875
"1800121100B100","1800121100Y100",DC01,5,1,1296,1948,24976.8795939758,"08.04.18 06:39","08.04.18 09:17","04.08.18 07:46",1552.98107910156,1.64491271972656
"1800100700B100","1800100700Y100",DC01,5,1.2,1296,1945,24788.7105189766,"08.04.18 07:23","08.04.18 09:30","04.08.18 07:55",1640.61926269531,2.19198608398438
"1800127100B100","1800127100Y100",SPCC-1B,2.75,0.56,1255,1872,21804.8277451083,"08.04.18 13:16","09.04.18 14:37","04.09.18 08:43",2647.09106445313,2.82894897460938
"1800100900B100","1800100900Y100",DC01,5,1.2,1291,1946,24726.0450945948,"08.04.18 09:17","08.04.18 12:59","04.08.18 10:04",0,0
"1800097000B100","1800097000Y100",DC01,5.5,1.8,1246,1924,23390.3853784925,"08.04.18 10:41","08.04.18 12:55","04.08.18 11:01",356.030059814453,0.3409423828125
"1800096900B100","1800096900Y100",DC01,5.5,1.8,1246,1927,23462.4740586773,"08.04.18 10:37","08.04.18 12:50","04.08.18 10:53",934.791137695312,1.01531982421875
"1800100100B100","1800100100Y100",DC01,5,1.2,1296,1944,24899.9303480534,"08.04.18 07:43","08.04.18 10:17","04.08.18 08:32",1743.69458007812,2.03195190429688
"1800094300B100","1800094300Y100",DC01,5,1.2,1291,1940,24836.9790924649,"08.04.18 08:44","08.04.18 11:03","04.08.18 09:23",1079.28466796875,1.13453674316406
"1800094600B100","1800094600Y100",DC01,5,1.2,1291,1936,24980.4300332212,"08.04.18 08:32","08.04.18 10:44","04.08.18 08:53",1099.9677734375,2.0625
"1800094400B100","1800094400Y100",DC01,5,1.2,1291,1953,24940.3632961091,"08.04.18 08:39","08.04.18 11:02","04.08.18 09:11",375.180053710938,0.38232421875
"1800100200B100","1800100200Y100",DC01,5.5,1.5,1291,1904,23516.488611199,"08.04.18 10:08","08.04.18 12:04","04.08.18 10:25",1107.11560058594,2.62799072265625
"1800097100B100","1800097100Y100",DC01,5.5,1.8,1246,1920,23288.7641914328,"08.04.18 10:32","08.04.18 12:44","04.08.18 10:46",906.733764648438,1.04437255859375
"1800094800B100","1800094800Y100",DC01,5.5,1.8,1246,1921,23406.126569247,"08.04.18 10:49","08.04.18 13:01","04.08.18 11:07",983.358703613281,0.910003662109375
"1800100500B100","1800100500Y100",DC01,5.5,1.5,1291,1901,23758.7288042064,"08.04.18 10:15","08.04.18 12:23","04.08.18 10:31",1251.46508789063,2.1043701171875
"1800119000B100","1800119000Y100",DC01,5.5,1.5,1296,1903,24010.0282292003,"08.04.18 09:36","08.04.18 13:06","04.08.18 10:10",1171.59704589844,1.32070922851563
"1800124000B1R0","1800124000Y100",SPCC-1B,2.75,0.56,1255,1882,1317.97152541993,"09.04.18 08:46","09.04.18 17:50","04.09.18 11:03",0,0
"1800124500B100","1800124500Y100",SPCC-1B,2.75,0.56,1255,1879,21937.5341647071,"09.04.18 09:07","09.04.18 18:06","04.09.18 13:32",2681.10229492187,2.78231811523438
"1800124000B100","1800124000Y100",SPCC-1B,2.75,0.56,1255,1882,20656.0862465921,"09.04.18 08:46","09.04.18 17:58","04.09.18 11:14",3498.20043945313,4.47686767578125
"1800130100B100","1800130100Y100",SPCC-1B,2.75,0.56,1255,1877,21877.4651592525,"09.04.18 11:16","09.04.18 18:12","04.09.18 14:08",2104.29809570313,2.986572265625
"1800124800B100","1800124800Y100",SPCC-1B,2.75,0.56,1255,1877,21827.9721550132,"09.04.18 13:33","09.04.18 18:20","04.09.18 14:33",3547.87915039063,4.46195983886719
"1800124400B1R0","1800124400Y100",SPCC-1B,2.75,0.56,1255,1882,881.505594691539,"09.04.18 07:14","09.04.18 17:40","04.09.18 08:45",0,0
"1800087500B100","1800087500Y100",SPCC,3,0.7,1285,1803,20305.7896429289,"08.04.18 11:25","09.04.18 14:15","04.09.18 06:57",974.453491210937,1.36871337890625
"1800124400B100","1800124400Y100",SPCC-1B,2.75,0.56,1255,1882,21007.0235515169,"09.04.18 07:14","09.04.18 17:44","04.09.18 09:05",3239.98461914062,5.12655639648438
"1700001000B1A0","1700000500Y100",SPHD,2.3,0.7,1250,1714,559.750405615551,"30.01.18 08:23",,"01.30.18 11:22",0,0
"1700000900B100","1700001000Y100",SPHD,2.3,0.7,1250,1851,20544.1222206079,"30.01.18 11:26","02.02.18 06:42","01.30.18 15:41",0,0
"1700000500B100","1700000500Y100",SPHD,2.3,0.7,1250,1826,18094.0695049387,"28.01.18 11:40","02.02.18 06:42","01.30.18 08:32",0,0
"1700001500B120","1700001500Y100",SPHD,2.3,0.7,1250,1825,18756.239587155,"28.01.18 11:40","02.02.18 06:42","01.29.18 18:17",0,0
"1700000200B100","1700000200Y100",SPHD,2.3,0.7,1250,1849,21558.9117367251,"31.01.18 06:30","02.02.18 06:42","01.31.18 08:21",0,0
"1700002100B100","1700002200Y100",SPHD,2.5,0.6,1250,1827,5088.1237525989,"28.01.18 08:15","01.02.18 07:06","01.28.18 13:02",0,0
"1700001800B100","1700001800Y100",SPHD,2.5,0.8,1250,1832,20265.8896926992,"30.01.18 13:28","31.01.18 06:25","01.30.18 16:00",0,0
"1700000700B110","1700000600Y100",SPHD,2.5,0.6,1250,1831,3195.2334216449,"26.01.18 06:09","29.01.18 11:10","01.26.18 12:56",0,0
"1700001900B100","1700001900Y100",SPHD,2.5,0.8,1250,1850,21409.5034580679,"30.01.18 16:22","02.02.18 06:42","01.31.18 06:56",0,0
"1800121000B1R0","1800121000Y100",DC01,5,1.2,1296,1941,1831.76424881723,"06.04.18 20:50","08.04.18 10:37","04.08.18 07:15",0,0
"1800104800B100","1800104800Y100",SPCC,5,1.2,1535,1788,23491.587511244,"05.04.18 17:41","06.04.18 06:04","04.05.18 18:06",0,0
"1800099100B100","1800099100Y100",DC01,5,1.2,1296,1954,24901.6255658317,"08.04.18 08:22","08.04.18 10:37","04.08.18 08:44",1493.32421875,2.23806762695313
"1800117400B100","1800117400Y100",SPCC,5.5,1.66,1535,1788,23912.0620234864,"05.04.18 16:22","05.04.18 18:50","04.05.18 16:56",0,0
"1800100300B100","1800100300Y100",DC01,5.5,1.5,1291,1901,23717.3435132601,"08.04.18 10:03","08.04.18 11:17","04.08.18 10:20",1153.70324707031,1.21304321289063
"1800106900B100","1800106900Y100",SPCC,5,1.2,1535,1781,23393.9397274102,"06.04.18 17:01","06.04.18 19:03","04.06.18 17:26",1092.6513671875,0.8468017578125
"1800118700B100","1800118700Y100",DC01,5,1,1296,1944,24565.0687616782,"06.04.18 21:01","08.04.18 09:04","04.08.18 07:35",2009.16638183594,1.60882568359375
"1800117500B100","1800117500Y100",SPCC,5.5,1.66,1535,1787,23920.4604273814,"05.04.18 16:28","05.04.18 19:02","04.05.18 17:04",0,0
"1800100400B100","1800100400Y100",DC01,5.5,1.5,1291,1901,23797.6784565297,"08.04.18 09:56","08.04.18 11:19","04.08.18 10:16",1228.86767578125,1.22062683105469
"1800114300B100","1800114300Y100",SPCC,5,1.36,1535,1763,22922.0085515932,"06.04.18 16:13","06.04.18 17:53","04.06.18 16:41",787.15185546875,0.7103271484375
"1800114600B100","1800114600Y100",SPCC,5,1.36,1535,1751,22815.780257479,"06.04.18 16:20","06.04.18 18:03","04.06.18 16:47",1181.15112304688,1.04315948486328
"1800115600B100","1800115600Y100",SPCC,5,1.2,1535,1771,23675.3226229734,"06.04.18 16:49","06.04.18 18:26","04.06.18 17:11",1175.73937988281,1.8382568359375
"1800107100B120","1800107100Y100",SPCC,5,1.2,1535,1780,21178.7932880349,"05.04.18 20:12","06.04.18 17:16","04.06.18 14:47",915.284362792969,1.08929443359375
"1800115400B100","1800115400Y100",SPCC,5,1.2,1535,1774,23703.8887165384,"06.04.18 16:54","06.04.18 18:36","04.06.18 17:19",981.361999511719,1.02587890625
"1800111400B100","1800111400Y100",SPCC,4,0.9,1535,1805,24047.0414228371,"06.04.18 17:07","06.04.18 19:07","04.06.18 17:34",1981.298828125,2.53811645507813
"1800107200B100","1800107200Y100",SPCC,5,1.2,1535,1783,23481.3295752679,"05.04.18 20:20","06.04.18 17:22","04.06.18 16:03",110.63207244873,0.06756591796875
"1800105000B100","1800105000Y100",SPCC,5,1.2,1535,1784,23681.0074829152,"05.04.18 17:49","05.04.18 20:49","04.05.18 18:29",0,0
"1800105500B100","1800105500Y100",SPCC,5,1.2,1535,1786,23595.0589479578,"05.04.18 18:31","05.04.18 20:50","04.05.18 18:52",1140.70825195313,1.91201782226563
"1800119800B100","1800119800Y100",SPCC,5.5,1.66,1535,1795,24059.1218378606,"05.04.18 17:07","05.04.18 20:50","04.05.18 17:30",534.920349121094,0.7249755859375
"1800056800B100","1800056800Y100",SPCC,3.5,0.8,1285,1780,19504.8244359072,"28.03.18 11:08","28.03.18 15:53","03.28.18 11:56",515.873840332031,0.8023681640625
"1800027800B110","1800027800Y100",SPCC,2.5,0.5,1285,2001,0,"26.03.18 16:16","27.03.18 18:22","03.27.18 07:45",0,0
"1800055300B100","1800055300Y100",SPCC,2,0.4,1285,1826,20401.3523976514,"26.03.18 14:27","26.03.18 18:49","03.26.18 15:38",2035.13330078125,0
"1800054800B1R0","1800054800Y100",SPCC,2,0.4,1285,1826,0,"27.03.18 08:20","27.03.18 14:55","03.27.18 10:00",0,0
"1800052800B1S0","1800027800Y100",SPCC,0,1.2,1285,1804,0,"24.03.18 16:31","26.03.18 11:36","03.26.18 10:04",0,0
"1800052300B110","1800052300Y100",SPCC,5,1.2,1285,1801,0,"24.03.18 14:50","26.03.18 11:42","03.26.18 08:12",0,0
"1800057000B100","1800057000Y100",SPCC,2.5,0.5,1285,1821,20435.7525348763,"27.03.18 10:50","27.03.18 18:26","03.27.18 11:12",3355.560546875,0
"1800058800B100","1800058800Y100",SPCC,4.5,1,1285,1800,0,"26.03.18 10:50","26.03.18 14:20","03.26.18 11:24",0,0
"1800052900B100","1800052900Y100",SPCC,5,1.2,1285,1807,20127.359815104,"26.03.18 09:35","26.03.18 13:06","03.26.18 10:33",0,0
"1800055800B100","1800055800Y100",SPCC,3.5,0.8,1285,1786,19706.3415387539,"26.03.18 10:42","26.03.18 14:16","03.26.18 11:04",0,0
"1800107600B100","1800107600Y100",SPCC,3.5,0.8,1535,1842,25174.8562136128,"06.04.18 17:21","06.04.18 19:12","04.06.18 17:43",2221.82543945313,3.4417724609375
"1800109100B100","1800109100Y100",SPCC,3.5,0.8,1535,1842,25112.847592886,"06.04.18 17:58","06.04.18 19:33","04.06.18 18:27",2208.93603515625,4.79702758789063
"1800115200B100","1800115200Y100",SPCC,5,1.2,1535,1787,23360.1782041353,"06.04.18 16:43","06.04.18 18:21","04.06.18 17:04",1297.73315429688,1.98797607421875
"1800107700B100","1800107700Y100",SPCC,3.5,0.8,1535,1832,25145.9155842907,"06.04.18 17:31","06.04.18 19:18","04.06.18 17:52",2100.79150390625,3.96847534179688
"1800107800B100","1800107800Y100",SPCC,3.5,0.8,1535,1845,25210.7918067816,"06.04.18 17:40","06.04.18 19:23","04.06.18 18:00",2248.36279296875,3.56521606445313
"1800107900B100","1800107900Y100",SPCC,3.5,0.8,1535,1833,25230.8527540621,"06.04.18 17:49","06.04.18 19:28","04.06.18 18:19",839.842224121094,0.81591796875
"1800109200B100","1800109200Y100",SPCC,3.5,0.8,1535,1836,25050.3558775638,"06.04.18 18:07","06.04.18 19:38","04.06.18 18:56",0,0
"1800094500B100","1800094500Y100",DC01,5,1.2,1291,1938,24801.4411535328,"08.04.18 11:02","08.04.18 13:23","04.08.18 11:23",1690.76428222656,1.56782531738281
"1800099900B120","1800099900Y100",DC01,5,1.2,1296,1951,21323.8792060858,"08.04.18 07:31","08.04.18 10:01","04.08.18 08:24",1481.05712890625,1.11625671386719
"1800125400B100","1800125400Y100",SPCC,3.5,0.8,1285,1825,20459.6269144712,"08.04.18 11:14","08.04.18 15:00","04.08.18 12:56",2318.41943359375,3.22743225097656
"1800115800B100","1800115800Y100",SPCC,3.5,0.8,1385,1864,21686.0009860094,"06.04.18 19:34","06.04.18 21:41","04.06.18 20:35",182.483367919922,0.353302001953125
"1800119600B1S0","1800119600Y100",SPCC,3.5,0.8,1535,1839,1347.76864933432,"06.04.18 18:26","06.04.18 21:31","04.06.18 19:59",0,0
"1800119600B1R0","1800119600Y100",SPCC,3.5,0.8,1535,1839,1037.71018317285,"06.04.18 18:26","06.04.18 21:27","04.06.18 19:47",0,0
"1800119600B100","1800119600Y100",SPCC,3.5,0.8,1535,1839,22604.1789550817,"06.04.18 18:26","06.04.18 21:39","04.06.18 20:08",1851.00695800781,2.49453735351563
"1800132800B100","1800132800Y100",SPCC,4,0.9,1285,1780,19822.7193258869,"06.04.18 20:35","06.04.18 21:49","04.06.18 21:00",1031.67077636719,1.249755859375
"1800123800B100","1800123800Y100",DC01,5,1,1296,1955,24608.8572322414,"06.04.18 20:42","06.04.18 21:55","04.06.18 21:16",0,0
"1800099900B110","1800099900Y100",DC01,5,1.2,1296,1951,3562.75674149275,"08.04.18 07:31","08.04.18 09:52","04.08.18 08:15",0,0
"1800100800B100","1800100800Y100",DC01,5,1.2,1291,1957,24660.6445094657,"08.04.18 09:07","08.04.18 11:14","04.08.18 09:44",0,0
"1800127000B100","1800127000Y100",SPCC,4.5,1,1285,1806,17665.514117551,"08.04.18 11:06","08.04.18 15:06","04.08.18 12:46",1432.41845703125,1.838623046875
"1800059800B100","1800059800Y100",SPCC,3.5,0.8,1285,1781,18249.8572231432,"28.03.18 11:51","28.03.18 16:21","03.28.18 13:15",0,0
"1800059100B100","1800059100Y100",SPCC,4.5,1,1285,1792,19832.3773917719,"28.03.18 12:16","28.03.18 16:26","03.28.18 13:57",624.970886230469,1.07635498046875
"1800079900B100","1800079900Y100",SPCC,5,1.2,1285,1816,20472.78211407,"29.03.18 10:48","29.03.18 14:14","03.29.18 11:13",1154.15625,1.16314697265625
"1800053800B100","1800053800Y100",SPCC,5,1.5,1285,1808,20323.426614075,"28.03.18 18:36","28.03.18 21:16","03.28.18 19:13",370.067108154297,0.18743896484375
"1800057900B100","1800057900Y100",SPCC,5,1.5,1285,1809,20389.8983647683,"28.03.18 19:14","28.03.18 22:03","03.28.18 19:54",112.331604003906,0.0369873046875
"1800053700B100","1800053700Y100",SPCC,5,1.2,1285,1813,20230.3487889323,"28.03.18 15:55","28.03.18 17:38","03.28.18 16:19",1024.84802246094,1.23416137695313
"1800052400B100","1800052400Y100",SPCC,5,1.36,1285,1821,19933.873885046,"28.03.18 17:18","28.03.18 21:11","03.28.18 18:33",1126.46423339844,1.15206909179688
"1800060500B100","1800060500Y100",SPCC,4,0.9,1285,1806,20378.3834307172,"28.03.18 19:55","28.03.18 22:27","03.28.18 20:43",842.453125,1.40635681152344
"1800079000B100","1800079000Y100",SPCC,5,1.15,1285,1792,19728.3995915502,"29.03.18 08:15","29.03.18 10:59","03.29.18 09:54",1148.02917480469,1.65751647949219
"1800060400B100","1800060400Y100",SPCC,4,0.9,1285,1809,20251.6621890889,"28.03.18 16:07","28.03.18 20:35","03.28.18 17:27",534.482421875,0.51708984375
"1800078300B100","1800078300Y100",SPCC,5,1.15,1285,1787,19751.0682293187,"28.03.18 20:23","28.03.18 23:01","03.28.18 21:00",1302.36767578125,1.88984680175781
"1800058300B100","1800058300Y100",SPCC,5,1.2,1285,1807,20264.0962653761,"28.03.18 20:06","28.03.18 22:51","03.28.18 20:52",851.930419921875,1.57174682617188
"1800078200B100","1800078200Y100",SPCC,5,1.15,1285,1798,19808.4968707617,"28.03.18 20:40","28.03.18 23:10","03.28.18 21:09",1320.51110839844,1.68685913085938
"1800078400B100","1800078400Y100",SPCC,5,1.15,1285,1791,19772.7541088129,"28.03.18 20:50","28.03.18 23:20","03.28.18 21:18",1119.63220214844,1.82810974121094
"1800078500B100","1800078500Y100",SPCC,5,1.15,1285,1788,19741.5918820175,"28.03.18 20:58","28.03.18 23:30","03.28.18 21:36",386.746520996094,0.41876220703125
"1800080200B100","1800080200Y100",SPCC,5,1.2,1285,1808,20409.3058380944,"29.03.18 10:56","29.03.18 14:23","03.29.18 11:21",1269.85827636719,1.3973388671875
"1800076900B100","1800076900Y100",SPCC,3.5,0.8,1285,1822,20606.0066841086,"30.03.18 09:21","30.03.18 11:23","03.30.18 09:48",2083.15747070313,2.633056640625
"1800076700B100","1800076700Y100",SPCC,4.5,1,1285,1803,19946.5985259,"30.03.18 09:28","30.03.18 11:30","03.30.18 09:56",1662.2392578125,1.43498229980469
"1800079300B100","1800079300Y100",SPCC,5,1.2,1285,1820,20499.4501476711,"29.03.18 09:48","29.03.18 11:20","03.29.18 10:10",1418.76806640625,1.93220520019531
"1800060000B100","1800060000Y100",SPCC,5,1.2,1285,1803,19749.9013749348,"29.03.18 16:39","29.03.18 17:50","03.29.18 17:19",234.564544677734,0.1123046875
"1800081000B100","1800081000Y100",SPCC,5,1.2,1285,1809,20410.0907991074,"29.03.18 12:32","29.03.18 17:24","03.29.18 14:37",1004.86694335937,0.640869140625
"1800080300B100","1800080300Y100",SPCC,5,1.2,1285,1807,20213.9308493676,"29.03.18 11:03","29.03.18 14:28","03.29.18 11:44",0,0
"1800080500B100","1800080500Y100",SPCC,5,1.2,1285,1818,20265.8064272957,"29.03.18 11:12","29.03.18 14:32","03.29.18 11:55",0,0
"1800079700B100","1800079700Y100",SPCC,5,1.2,1285,1817,20139.3430111599,"29.03.18 10:30","29.03.18 13:59","03.29.18 10:58",1268.00891113281,2.17428588867188
"1800080800B1R0","1800080800Y100",SPCC,5,1.2,1285,1814,1946.34680155147,"29.03.18 11:44","29.03.18 17:16","03.29.18 14:23",0,0
"1800080800B100","1800080800Y100",SPCC,5,1.2,1285,1814,18372.1427420783,"29.03.18 11:44","29.03.18 17:19","03.29.18 14:30",1062.97863769531,0.541229248046875
"1800078900B110","1800078900Y100",SPCC,5,1.15,1285,1784,2341.97592013767,"28.03.18 21:47","29.03.18 10:24","03.29.18 09:33",0,0
"1800080400B100","1800080400Y100",SPCC,5,1.15,1285,1784,19646.6484119238,"29.03.18 14:00","29.03.18 17:34","03.29.18 16:45",0,0
"1800079200B100","1800079200Y100",SPCC,5,1.2,1285,1809,20379.90714775,"29.03.18 09:27","29.03.18 11:06","03.29.18 09:59",966.902099609375,0.85992431640625
"1800078900B120","1800078900Y100",SPCC,5,1.15,1285,1784,17616.3575704856,"28.03.18 21:47","29.03.18 10:41","03.29.18 09:39",995.462463378906,0.676727294921875
"1800079500B100","1800079500Y100",SPCC,5,1.2,1285,1823,20415.4335443824,"29.03.18 10:03","29.03.18 11:51","03.29.18 10:30",222.812210083008,0.0777587890625
"1800084200B100","1800084200Y100",SPCC,5.5,2,1285,1883,22332.0004391281,"30.03.18 13:16","30.03.18 14:54","03.30.18 13:34",715.407592773438,0.685546875
"1800083900B100","1800083900Y100",SPCC,5.5,2,1285,1874,22256.4782855676,"30.03.18 13:24","30.03.18 15:00","03.30.18 13:39",782.470336914063,1.09109497070313
"1800079100B100","1800079100Y100",SPCC,5,1.15,1285,1798,19790.8532891582,"29.03.18 09:40","29.03.18 11:13","03.29.18 10:04",1317.42407226563,1.35697937011719
"1800074000B100","1800074000Y100",SPCC,2.5,0.5,1285,1860,21509.7735293354,"29.03.18 18:16","29.03.18 19:13","03.29.18 18:43",3026.54858398438,3.85269165039063
"1800079600B100","1800079600Y100",SPCC,5,1.2,1285,1822,20439.3025350224,"29.03.18 10:11","29.03.18 12:02","03.29.18 10:45",0,0
"1800073700B100","1800073700Y100",SPCC,3,0.7,1285,1798,19875.3616194143,"30.03.18 10:29","30.03.18 13:29","03.30.18 12:00",2371.9150390625,2.86700439453125
"1800080900B1R0","1800080900Y100",SPCC,5,1.15,1285,1787,1764.31639918048,"29.03.18 11:18","29.03.18 14:43","03.29.18 13:41",0,0
"1800086500B100","1800086500Y100",SPCC,4.5,1,1285,1794,20205.5474650566,"30.03.18 13:29","30.03.18 15:10","03.30.18 13:46",1757.65002441406,2.32318878173828
"1800080900B100","1800080900Y100",SPCC,5,1.15,1285,1787,17771.2143268116,"29.03.18 11:18","29.03.18 14:46","03.29.18 13:49",351.077697753906,0.5208740234375
"1800073600B100","1800073600Y100",SPCC,3,0.7,1285,1799,19866.530983912,"30.03.18 11:50","30.03.18 13:39","03.30.18 12:10",2433.60009765625,2.50946044921875
